State,Household_ID,Income,Family_Size,Land_Owned,Occupation,Aadhaar_Linked,Existing_Benefits,Total_Ration_Cards,Age_Group,Eligible,Duplicate_Flag,Fraud_Flag
Bihar,HH00335,68911,2,0,Private Job,Yes,2,1,Adult,0,0,1
Telangana,HH00336,23746,8,1,Labour,Yes,1,2,Child,0,1,0
Madhya Pradesh,HH00337,91422,4,0,Farmer,No,0,1,Child,0,0,0
Rajasthan,HH00338,63739,1,0,Government Job,No,2,1,Child,0,0,1
West Bengal,HH00339,76369,5,1,Government Job,No,2,2,Senior,0,1,1
Tamil Nadu,HH00340,4893,1,0,Government Job,Yes,0,1,Child,1,0,0
Madhya Pradesh,HH00341,33573,7,0,Business,Yes,2,1,Adult,0,0,0
Maharashtra,HH00342,99907,8,0,Business,No,2,1,Adult,0,0,1
Maharashtra,HH00343,43874,3,0,Private Job,Yes,1,1,Adult,0,0,0
Andhra Pradesh,HH00344,80362,3,0,Private Job,Yes,2,2,Senior,0,1,1
Rajasthan,HH00345,90460,7,1,Business,No,0,2,Adult,0,1,0
Bihar,HH00346,36367,4,1,Government Job,Yes,2,1,Senior,0,0,0
Tamil Nadu,HH00347,24199,3,0,Business,Yes,1,2,Child,0,1,0
Telangana,HH00348,94404,8,0,Labour,Yes,2,1,Child,0,0,1
Telangana,HH00349,77328,3,0,Government Job,Yes,0,2,Senior,0,1,0
Tamil Nadu,HH00350,60724,7,0,Business,Yes,2,2,Senior,0,1,1
Uttar Pradesh,HH00351,89133,2,0,Private Job,Yes,0,1,Senior,0,0,0
Bihar,HH00352,39405,1,0,Business,Yes,1,1,Child,0,0,0
Madhya Pradesh,HH00353,18989,6,0,Farmer,Yes,2,1,Senior,1,0,0
West Bengal,HH00354,31931,8,0,Business,Yes,2,1,Child,0,0,0
Uttar Pradesh,HH00355,12290,1,0,Government Job,Yes,1,2,Child,1,1,0
West Bengal,HH00356,41367,9,0,Business,Yes,0,1,Adult,0,0,0
West Bengal,HH00357,82878,3,1,Private Job,Yes,0,2,Child,0,1,0
Uttar Pradesh,HH00358,93477,3,0,Labour,Yes,2,2,Senior,0,1,1
Andhra Pradesh,HH00359,82481,4,0,Farmer,Yes,0,1,Senior,0,0,0
Maharashtra,HH00360,79298,1,0,Government Job,No,0,2,Senior,0,1,0
West Bengal,HH00361,33133,9,0,Private Job,Yes,2,1,Child,0,0,0
Uttar Pradesh,HH00362,30052,3,0,Farmer,Yes,0,1,Child,0,0,0
Uttar Pradesh,HH00363,88489,4,0,Business,Yes,0,2,Adult,0,1,0
Karnataka,HH00364,43475,1,1,Farmer,Yes,2,1,Adult,0,0,0
Andhra Pradesh,HH00365,85666,4,0,Labour,No,2,1,Senior,0,0,1
Rajasthan,HH00366,99622,1,0,Farmer,No,0,1,Child,0,0,0
Karnataka,HH00367,60656,5,0,Farmer,Yes,2,2,Senior,0,1,1
Karnataka,HH00368,7633,5,1,Business,Yes,0,2,Senior,0,1,0
Tamil Nadu,HH00369,20304,7,1,Business,Yes,0,1,Senior,0,0,0
Maharashtra,HH00370,49546,8,1,Government Job,Yes,0,1,Adult,0,0,0
Uttar Pradesh,HH00371,10008,4,0,Business,Yes,0,2,Senior,1,1,0
Maharashtra,HH00372,51291,7,1,Farmer,Yes,2,2,Adult,0,1,0
Bihar,HH00373,30405,4,0,Labour,Yes,2,1,Child,0,0,0
Tamil Nadu,HH00374,39386,3,0,Business,Yes,1,2,Senior,0,1,0
Rajasthan,HH00375,93909,6,1,Government Job,Yes,2,1,Adult,0,0,1
Maharashtra,HH00376,23827,4,1,Government Job,Yes,1,1,Child,0,0,0
Telangana,HH00377,36040,3,0,Farmer,Yes,0,1,Adult,0,0,0
West Bengal,HH00378,63354,9,0,Business,Yes,2,2,Senior,0,1,1
Bihar,HH00379,81543,5,0,Business,No,0,2,Child,0,1,0
Andhra Pradesh,HH00380,21157,7,0,Government Job,Yes,1,2,Child,0,1,0
Rajasthan,HH00381,38315,6,0,Business,Yes,2,1,Child,0,0,0
Bihar,HH00382,38932,5,1,Farmer,No,2,2,Adult,0,1,0
West Bengal,HH00383,24164,7,0,Labour,No,2,2,Adult,0,1,0
Tamil Nadu,HH00384,17414,6,1,Farmer,Yes,2,1,Adult,0,0,0
West Bengal,HH00385,17327,2,1,Business,Yes,0,2,Child,0,1,0
Karnataka,HH00386,3946,3,0,Farmer,Yes,2,1,Senior,1,0,0
West Bengal,HH00387,17693,2,1,Private Job,Yes,1,1,Senior,0,0,0
Karnataka,HH00388,30241,3,0,Private Job,No,2,2,Child,0,1,0
Tamil Nadu,HH00389,98790,1,0,Business,Yes,1,2,Senior,0,1,0
Madhya Pradesh,HH00390,18540,8,0,Business,Yes,1,1,Child,1,0,0
Karnataka,HH00391,75255,6,0,Labour,Yes,0,2,Senior,0,1,0
Andhra Pradesh,HH00392,67757,2,1,Farmer,Yes,2,2,Senior,0,1,1
West Bengal,HH00393,44203,8,1,Labour,Yes,1,2,Senior,0,1,0
West Bengal,HH00394,28081,6,0,Business,Yes,2,1,Adult,0,0,0
Andhra Pradesh,HH00395,64861,7,1,Business,Yes,0,1,Adult,0,0,0
Telangana,HH00396,14350,1,0,Government Job,Yes,0,2,Child,1,1,0
Uttar Pradesh,HH00397,58512,7,1,Labour,Yes,2,1,Adult,0,0,0
Madhya Pradesh,HH00398,59809,3,0,Business,Yes,1,2,Child,0,1,0
Rajasthan,HH00399,45832,8,0,Private Job,Yes,0,2,Adult,0,1,0
Karnataka,HH00400,31369,6,0,Government Job,Yes,1,2,Senior,0,1,0
Andhra Pradesh,HH00401,34728,4,0,Farmer,Yes,1,2,Adult,0,1,0
Tamil Nadu,HH00402,20576,8,0,Government Job,Yes,2,1,Adult,0,0,0
Karnataka,HH00403,32001,9,1,Farmer,No,0,2,Adult,0,1,0
Uttar Pradesh,HH00404,86384,2,0,Private Job,Yes,2,1,Child,0,0,1
Tamil Nadu,HH00405,3390,6,1,Farmer,No,2,1,Child,0,0,0
Bihar,HH00406,90535,5,1,Labour,Yes,2,2,Senior,0,1,1
West Bengal,HH00407,48436,5,0,Farmer,Yes,1,2,Senior,0,1,0
Bihar,HH00408,14569,3,0,Farmer,Yes,2,1,Senior,1,0,0
Karnataka,HH00409,16029,8,1,Government Job,Yes,0,2,Adult,0,1,0
Uttar Pradesh,HH00410,25490,8,0,Private Job,No,1,2,Senior,0,1,0
Madhya Pradesh,HH00411,48875,5,0,Farmer,Yes,2,1,Child,0,0,0
Karnataka,HH00412,8867,8,0,Labour,Yes,0,1,Senior,1,0,0
Andhra Pradesh,HH00413,83820,8,0,Government Job,Yes,2,1,Senior,0,0,1
Maharashtra,HH00414,12121,3,1,Private Job,No,2,2,Senior,0,1,0
Karnataka,HH00415,4539,2,0,Private Job,Yes,2,2,Senior,1,1,0
West Bengal,HH00416,94024,9,0,Business,Yes,1,1,Senior,0,0,0
West Bengal,HH00417,20027,2,0,Labour,Yes,2,1,Child,0,0,0
Karnataka,HH00418,77229,9,1,Government Job,Yes,0,2,Adult,0,1,0
Tamil Nadu,HH00419,11921,4,1,Government Job,Yes,2,1,Senior,0,0,0
Maharashtra,HH00420,53435,2,0,Labour,Yes,2,1,Adult,0,0,0
Andhra Pradesh,HH00421,13310,1,0,Private Job,No,1,2,Senior,1,1,0
Karnataka,HH00422,66965,4,0,Farmer,No,2,1,Adult,0,0,1
Tamil Nadu,HH00423,99444,9,0,Labour,Yes,0,2,Child,0,1,0
West Bengal,HH00424,72922,9,0,Government Job,Yes,0,1,Adult,0,0,0
West Bengal,HH00425,96948,4,1,Labour,Yes,2,2,Senior,0,1,1
Uttar Pradesh,HH00426,85839,9,0,Private Job,Yes,0,2,Adult,0,1,0
Karnataka,HH00427,15242,6,0,Business,Yes,0,1,Adult,1,0,0
Maharashtra,HH00428,11947,1,1,Business,No,2,1,Senior,0,0,0
Telangana,HH00429,74466,6,0,Farmer,No,0,1,Adult,0,0,0
Maharashtra,HH00430,64816,9,0,Farmer,Yes,0,2,Senior,0,1,0
West Bengal,HH00431,51785,2,0,Private Job,No,2,1,Child,0,0,0
West Bengal,HH00432,3507,6,0,Farmer,No,1,2,Senior,1,1,0
Bihar,HH00433,69972,2,1,Business,Yes,1,1,Child,0,0,0
West Bengal,HH00434,30151,4,0,Private Job,Yes,2,2,Adult,0,1,0
Andhra Pradesh,HH00435,14618,8,0,Private Job,Yes,1,1,Senior,1,0,0
Rajasthan,HH00436,77286,7,0,Private Job,Yes,1,2,Adult,0,1,0
Karnataka,HH00437,19122,9,1,Labour,Yes,1,2,Child,0,1,0
Maharashtra,HH00438,10354,7,0,Farmer,Yes,1,2,Child,1,1,0
Rajasthan,HH00439,33979,1,0,Government Job,Yes,2,2,Adult,0,1,0
Tamil Nadu,HH00440,89436,2,1,Business,Yes,1,2,Senior,0,1,0
Telangana,HH00441,82376,6,0,Farmer,Yes,1,2,Senior,0,1,0
Andhra Pradesh,HH00442,55774,7,1,Business,Yes,2,1,Senior,0,0,0
Maharashtra,HH00443,8037,3,0,Farmer,No,2,2,Senior,1,1,0
Rajasthan,HH00444,31633,9,0,Government Job,Yes,1,1,Child,0,0,0
Telangana,HH00445,27495,7,0,Business,Yes,0,1,Senior,0,0,0
Bihar,HH00446,67550,6,0,Government Job,No,2,1,Adult,0,0,1
Andhra Pradesh,HH00447,84384,6,0,Business,No,2,1,Child,0,0,1
Andhra Pradesh,HH00448,39483,1,0,Labour,Yes,1,1,Adult,0,0,0
Bihar,HH00449,76373,5,0,Labour,No,0,1,Adult,0,0,0
Karnataka,HH00450,37069,3,0,Business,Yes,2,1,Adult,0,0,0
Bihar,HH00451,10370,7,0,Business,Yes,2,2,Child,1,1,0
Andhra Pradesh,HH00452,74947,3,1,Government Job,Yes,2,1,Senior,0,0,1
Andhra Pradesh,HH00453,42133,5,0,Private Job,Yes,0,1,Adult,0,0,0
Rajasthan,HH00454,99035,7,1,Business,Yes,2,2,Adult,0,1,1
West Bengal,HH00455,98761,3,0,Farmer,Yes,2,2,Senior,0,1,1
Telangana,HH00456,3692,2,0,Farmer,Yes,0,1,Senior,1,0,0
Bihar,HH00457,31926,6,0,Farmer,Yes,2,2,Senior,0,1,0
Telangana,HH00458,76984,8,1,Labour,Yes,0,1,Senior,0,0,0
Bihar,HH00459,46390,4,1,Government Job,Yes,0,2,Adult,0,1,0
Tamil Nadu,HH00460,52593,9,0,Labour,Yes,0,1,Child,0,0,0
Andhra Pradesh,HH00461,78609,8,1,Farmer,Yes,1,2,Senior,0,1,0
West Bengal,HH00462,8209,7,0,Business,Yes,2,1,Senior,1,0,0
Rajasthan,HH00463,9533,7,0,Farmer,Yes,2,2,Adult,1,1,0
West Bengal,HH00464,89597,3,1,Business,Yes,2,1,Senior,0,0,1
West Bengal,HH00465,10211,6,1,Government Job,Yes,0,2,Adult,0,1,0
West Bengal,HH00466,12927,5,1,Private Job,No,1,2,Adult,0,1,0
Telangana,HH00467,80463,1,0,Business,No,0,2,Adult,0,1,0
Bihar,HH00468,27594,3,0,Labour,No,2,2,Adult,0,1,0
Madhya Pradesh,HH00469,77852,1,0,Farmer,Yes,0,2,Senior,0,1,0
Tamil Nadu,HH00470,80713,4,0,Farmer,Yes,1,1,Child,0,0,0
Maharashtra,HH00471,79382,3,1,Farmer,Yes,2,1,Senior,0,0,1
West Bengal,HH00472,10933,4,0,Business,No,0,1,Child,1,0,0
Karnataka,HH00473,43696,9,0,Government Job,Yes,1,2,Senior,0,1,0
Telangana,HH00474,68449,3,0,Business,Yes,0,2,Adult,0,1,0
Rajasthan,HH00475,70616,6,0,Labour,Yes,0,2,Senior,0,1,0
Maharashtra,HH00476,9089,6,0,Farmer,Yes,2,1,Adult,1,0,0
Madhya Pradesh,HH00477,59548,7,0,Business,Yes,1,1,Senior,0,0,0
Karnataka,HH00478,29123,9,1,Farmer,Yes,0,1,Adult,0,0,0
Madhya Pradesh,HH00479,10797,7,0,Labour,No,1,2,Child,1,1,0
Maharashtra,HH00480,53013,1,1,Private Job,Yes,2,2,Adult,0,1,0
West Bengal,HH00481,11346,8,0,Private Job,Yes,2,2,Senior,1,1,0
Karnataka,HH00482,88414,5,0,Private Job,Yes,2,1,Adult,0,0,1
Madhya Pradesh,HH00483,36672,9,0,Farmer,Yes,1,2,Child,0,1,0
Rajasthan,HH00484,20653,5,1,Business,Yes,1,2,Child,0,1,0
Bihar,HH00485,52556,5,0,Farmer,Yes,0,2,Senior,0,1,0
Andhra Pradesh,HH00486,29140,2,0,Government Job,Yes,1,1,Adult,0,0,0
Bihar,HH00487,4184,3,0,Business,Yes,2,1,Senior,1,0,0
Maharashtra,HH00488,37493,9,0,Labour,Yes,0,1,Adult,0,0,0
Telangana,HH00489,47148,7,1,Private Job,Yes,1,2,Child,0,1,0
Andhra Pradesh,HH00490,27846,1,1,Business,Yes,2,2,Senior,0,1,0
Tamil Nadu,HH00491,25195,3,0,Business,No,2,1,Child,0,0,0
Rajasthan,HH00492,8606,2,0,Private Job,Yes,0,2,Adult,1,1,0
Tamil Nadu,HH00493,6956,1,1,Labour,Yes,2,2,Child,0,1,0
Karnataka,HH00494,19555,9,0,Farmer,Yes,1,2,Adult,1,1,0
Andhra Pradesh,HH00495,93385,8,0,Farmer,Yes,2,1,Senior,0,0,1
Tamil Nadu,HH00496,21690,5,0,Business,Yes,0,1,Adult,0,0,0
Tamil Nadu,HH00497,61502,2,0,Private Job,Yes,2,1,Adult,0,0,1
Madhya Pradesh,HH00498,51849,1,0,Government Job,Yes,2,2,Senior,0,1,0
Bihar,HH00499,29347,7,1,Labour,No,1,1,Senior,0,0,0
Madhya Pradesh,HH00500,94321,2,0,Farmer,Yes,1,1,Child,0,0,0
Andhra Pradesh,HH00501,52056,1,0,Labour,Yes,1,1,Adult,0,0,0
Andhra Pradesh,HH00502,66851,2,1,Labour,Yes,1,1,Adult,0,0,0
Maharashtra,HH00503,84502,7,0,Labour,Yes,2,1,Child,0,0,1
Madhya Pradesh,HH00504,99633,7,0,Private Job,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH00505,84418,6,0,Private Job,Yes,2,2,Adult,0,1,1
Bihar,HH00506,73211,5,0,Private Job,No,1,2,Senior,0,1,0
Andhra Pradesh,HH00507,44850,3,1,Business,Yes,1,2,Senior,0,1,0
Maharashtra,HH00508,81545,3,1,Private Job,Yes,1,2,Senior,0,1,0
Madhya Pradesh,HH00509,30843,9,0,Business,Yes,2,2,Child,0,1,0
Bihar,HH00510,65320,4,1,Farmer,Yes,1,1,Senior,0,0,0
Madhya Pradesh,HH00511,32793,9,0,Farmer,Yes,2,2,Child,0,1,0
Tamil Nadu,HH00512,42516,4,1,Farmer,No,1,2,Senior,0,1,0
Maharashtra,HH00513,20857,2,0,Farmer,No,1,2,Adult,0,1,0
Bihar,HH00514,22627,4,0,Farmer,No,0,2,Adult,0,1,0
West Bengal,HH00515,64822,6,0,Private Job,Yes,1,2,Senior,0,1,0
Karnataka,HH00516,87101,6,0,Government Job,Yes,2,2,Senior,0,1,1
Karnataka,HH00517,94561,5,0,Private Job,Yes,0,2,Child,0,1,0
Bihar,HH00518,55248,1,0,Government Job,No,2,2,Adult,0,1,0
Madhya Pradesh,HH00519,58798,3,1,Private Job,Yes,2,1,Senior,0,0,0
Maharashtra,HH00520,96368,5,0,Farmer,Yes,0,2,Senior,0,1,0
Karnataka,HH00521,47116,6,1,Labour,Yes,1,2,Adult,0,1,0
Maharashtra,HH00522,78318,1,0,Government Job,Yes,0,2,Senior,0,1,0
Karnataka,HH00523,90902,9,0,Labour,Yes,2,2,Adult,0,1,1
Tamil Nadu,HH00524,31557,3,1,Farmer,Yes,1,2,Senior,0,1,0
Madhya Pradesh,HH00525,74334,3,0,Government Job,No,0,1,Adult,0,0,0
Tamil Nadu,HH00526,78163,2,1,Labour,No,2,1,Child,0,0,1
Karnataka,HH00527,81002,8,1,Private Job,Yes,1,1,Senior,0,0,0
West Bengal,HH00528,45614,3,0,Farmer,No,2,1,Senior,0,0,0
West Bengal,HH00529,15720,6,0,Private Job,Yes,1,1,Senior,1,0,0
Tamil Nadu,HH00530,60608,2,0,Private Job,No,1,2,Child,0,1,0
West Bengal,HH00531,75095,7,0,Farmer,Yes,0,1,Senior,0,0,0
Karnataka,HH00532,87694,4,0,Government Job,Yes,1,1,Senior,0,0,0
Bihar,HH00533,99452,9,1,Business,Yes,2,1,Adult,0,0,1
Tamil Nadu,HH00534,90593,9,0,Business,Yes,1,1,Senior,0,0,0
Telangana,HH00535,38892,7,0,Farmer,Yes,2,2,Senior,0,1,0
Madhya Pradesh,HH00536,80242,8,0,Business,Yes,1,2,Adult,0,1,0
West Bengal,HH00537,80606,3,1,Labour,No,1,1,Child,0,0,0
West Bengal,HH00538,3924,5,0,Government Job,Yes,0,2,Child,1,1,0
Andhra Pradesh,HH00539,54322,2,0,Private Job,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH00540,29478,7,0,Private Job,Yes,1,2,Child,0,1,0
Tamil Nadu,HH00541,74042,8,1,Farmer,Yes,2,2,Child,0,1,1
Rajasthan,HH00542,49418,9,1,Private Job,Yes,2,1,Senior,0,0,0
West Bengal,HH00543,65217,7,0,Labour,Yes,2,2,Senior,0,1,1
Madhya Pradesh,HH00544,93140,8,1,Labour,Yes,1,2,Senior,0,1,0
Telangana,HH00545,83846,9,0,Farmer,Yes,2,1,Child,0,0,1
West Bengal,HH00546,76762,6,1,Private Job,Yes,2,1,Senior,0,0,1
Telangana,HH00547,14781,2,0,Business,Yes,1,2,Child,1,1,0
Karnataka,HH00548,8515,2,0,Business,Yes,2,1,Senior,1,0,0
Karnataka,HH00549,39133,4,0,Government Job,Yes,0,1,Child,0,0,0
Uttar Pradesh,HH00550,85508,9,0,Farmer,No,0,1,Adult,0,0,0
Bihar,HH00551,79946,7,1,Government Job,No,2,1,Adult,0,0,1
Rajasthan,HH00552,88058,2,0,Business,Yes,2,2,Senior,0,1,1
Andhra Pradesh,HH00553,12095,8,1,Business,Yes,2,1,Child,0,0,0
Uttar Pradesh,HH00554,91583,7,0,Business,Yes,1,2,Adult,0,1,0
Maharashtra,HH00555,23470,9,0,Government Job,Yes,0,1,Adult,0,0,0
Andhra Pradesh,HH00556,46129,8,0,Farmer,Yes,0,2,Senior,0,1,0
Tamil Nadu,HH00557,11531,3,0,Labour,No,2,1,Senior,1,0,0
Madhya Pradesh,HH00558,40038,1,1,Labour,Yes,2,1,Child,0,0,0
Maharashtra,HH00559,90939,2,0,Business,Yes,1,1,Adult,0,0,0
Maharashtra,HH00560,45674,2,0,Farmer,Yes,1,2,Child,0,1,0
Uttar Pradesh,HH00561,97658,4,0,Farmer,Yes,0,2,Child,0,1,0
Bihar,HH00562,85476,6,0,Private Job,Yes,1,1,Senior,0,0,0
Uttar Pradesh,HH00563,32831,4,1,Private Job,Yes,0,1,Child,0,0,0
Tamil Nadu,HH00564,60174,9,0,Government Job,Yes,2,1,Child,0,0,1
West Bengal,HH00565,14279,4,1,Private Job,Yes,2,2,Adult,0,1,0
West Bengal,HH00566,41220,6,0,Government Job,No,0,2,Child,0,1,0
Bihar,HH00567,63610,6,0,Labour,Yes,2,2,Adult,0,1,1
Tamil Nadu,HH00568,55719,1,1,Business,No,1,2,Adult,0,1,0
Bihar,HH00569,56051,8,0,Farmer,Yes,2,1,Child,0,0,0
Telangana,HH00570,75013,3,0,Labour,No,2,2,Child,0,1,1
West Bengal,HH00571,59652,6,0,Labour,Yes,0,2,Adult,0,1,0
Maharashtra,HH00572,68524,3,0,Government Job,Yes,1,1,Child,0,0,0
Rajasthan,HH00573,85936,2,1,Business,No,1,1,Adult,0,0,0
Madhya Pradesh,HH00574,9470,5,0,Government Job,Yes,2,2,Child,1,1,0
Tamil Nadu,HH00575,70598,1,1,Labour,Yes,2,2,Adult,0,1,1
Andhra Pradesh,HH00576,44798,9,0,Farmer,Yes,1,1,Adult,0,0,0
Bihar,HH00577,56473,7,0,Private Job,Yes,1,2,Senior,0,1,0
Madhya Pradesh,HH00578,22880,3,0,Government Job,Yes,0,1,Child,0,0,0
Andhra Pradesh,HH00579,47439,4,0,Labour,Yes,2,2,Adult,0,1,0
Madhya Pradesh,HH00580,17308,6,1,Private Job,Yes,2,2,Adult,0,1,0
Rajasthan,HH00581,94563,3,0,Private Job,Yes,1,2,Child,0,1,0
Andhra Pradesh,HH00582,99256,7,0,Labour,Yes,0,1,Child,0,0,0
Uttar Pradesh,HH00583,38081,6,1,Business,Yes,1,2,Child,0,1,0
Karnataka,HH00584,78242,9,1,Labour,Yes,2,1,Senior,0,0,1
Uttar Pradesh,HH00585,53383,5,0,Farmer,No,2,1,Child,0,0,0
West Bengal,HH00586,12837,4,1,Private Job,Yes,2,2,Senior,0,1,0
Karnataka,HH00587,55151,3,0,Farmer,Yes,2,2,Child,0,1,0
Uttar Pradesh,HH00588,39824,1,0,Government Job,Yes,0,2,Senior,0,1,0
Karnataka,HH00589,36073,3,0,Private Job,Yes,2,1,Child,0,0,0
Karnataka,HH00590,96648,3,0,Business,Yes,1,2,Senior,0,1,0
Maharashtra,HH00591,29299,7,0,Labour,Yes,0,1,Adult,0,0,0
Bihar,HH00592,61861,7,0,Government Job,Yes,0,1,Senior,0,0,0
Bihar,HH00593,33063,1,0,Farmer,No,2,2,Senior,0,1,0
Maharashtra,HH00594,72453,3,1,Government Job,Yes,0,2,Adult,0,1,0
Madhya Pradesh,HH00595,71472,8,1,Business,Yes,2,2,Child,0,1,1
Telangana,HH00596,17506,9,1,Labour,Yes,0,2,Adult,0,1,0
Madhya Pradesh,HH00597,97341,7,0,Government Job,Yes,0,1,Adult,0,0,0
Andhra Pradesh,HH00598,82854,7,0,Farmer,Yes,1,2,Adult,0,1,0
Andhra Pradesh,HH00599,29026,8,0,Government Job,Yes,1,1,Senior,0,0,0
Karnataka,HH00600,30672,6,0,Labour,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH00601,41417,3,0,Government Job,Yes,0,1,Child,0,0,0
Uttar Pradesh,HH00602,55413,1,0,Farmer,Yes,1,1,Senior,0,0,0
Bihar,HH00603,68066,7,1,Labour,Yes,1,1,Senior,0,0,0
Tamil Nadu,HH00604,62213,1,0,Business,No,1,1,Adult,0,0,0
Madhya Pradesh,HH00605,53971,1,0,Business,No,0,2,Senior,0,1,0
West Bengal,HH00606,30281,9,0,Private Job,Yes,2,2,Child,0,1,0
Rajasthan,HH00607,31091,7,0,Government Job,Yes,1,2,Senior,0,1,0
Uttar Pradesh,HH00608,53494,4,0,Farmer,Yes,0,2,Adult,0,1,0
Rajasthan,HH00609,21610,6,0,Government Job,Yes,0,1,Adult,0,0,0
Karnataka,HH00610,4079,1,0,Labour,Yes,2,2,Adult,1,1,0
Rajasthan,HH00611,98386,7,0,Private Job,Yes,1,1,Senior,0,0,0
West Bengal,HH00612,49751,6,0,Farmer,Yes,0,1,Adult,0,0,0
Maharashtra,HH00613,89126,4,1,Government Job,No,0,1,Senior,0,0,0
West Bengal,HH00614,58432,7,1,Farmer,Yes,0,1,Adult,0,0,0
Rajasthan,HH00615,33951,3,0,Labour,Yes,2,1,Adult,0,0,0
West Bengal,HH00616,83863,1,0,Private Job,Yes,1,1,Adult,0,0,0
Telangana,HH00617,81291,4,1,Farmer,No,0,1,Child,0,0,0
Karnataka,HH00618,62872,3,0,Labour,Yes,0,1,Child,0,0,0
Madhya Pradesh,HH00619,10235,1,0,Business,No,0,1,Adult,1,0,0
Maharashtra,HH00620,85733,2,0,Farmer,Yes,0,1,Adult,0,0,0
Uttar Pradesh,HH00621,65712,5,0,Private Job,Yes,1,1,Senior,0,0,0
Andhra Pradesh,HH00622,24473,8,1,Farmer,No,1,2,Senior,0,1,0
Madhya Pradesh,HH00623,70567,1,1,Farmer,Yes,0,1,Child,0,0,0
Andhra Pradesh,HH00624,82823,4,0,Labour,No,0,2,Senior,0,1,0
Karnataka,HH00625,35230,4,0,Government Job,Yes,0,1,Senior,0,0,0
Maharashtra,HH00626,87573,5,0,Government Job,No,2,1,Senior,0,0,1
Bihar,HH00627,95588,7,0,Farmer,Yes,2,1,Senior,0,0,1
Uttar Pradesh,HH00628,71876,8,1,Private Job,Yes,2,1,Child,0,0,1
Telangana,HH00629,43644,6,0,Private Job,Yes,0,1,Child,0,0,0
Bihar,HH00630,51664,1,0,Labour,Yes,2,2,Senior,0,1,0
Karnataka,HH00631,48203,7,1,Farmer,No,1,2,Senior,0,1,0
Madhya Pradesh,HH00632,69677,3,1,Farmer,Yes,2,1,Child,0,0,1
Telangana,HH00633,28425,6,1,Government Job,Yes,0,1,Adult,0,0,0
West Bengal,HH00634,87817,8,0,Labour,Yes,1,1,Senior,0,0,0
Rajasthan,HH00635,88961,7,0,Business,Yes,0,2,Adult,0,1,0
Telangana,HH00636,72806,6,0,Private Job,Yes,1,2,Senior,0,1,0
Karnataka,HH00637,45814,9,0,Private Job,Yes,2,1,Child,0,0,0
Tamil Nadu,HH00638,73219,9,1,Farmer,Yes,2,1,Senior,0,0,1
Rajasthan,HH00639,52646,1,0,Labour,No,1,1,Adult,0,0,0
Andhra Pradesh,HH00640,42884,1,1,Business,Yes,1,2,Child,0,1,0
Uttar Pradesh,HH00641,98345,1,0,Private Job,No,0,1,Senior,0,0,0
Andhra Pradesh,HH00642,72322,8,1,Labour,Yes,1,1,Senior,0,0,0
Telangana,HH00643,24650,7,0,Business,Yes,0,1,Child,0,0,0
Andhra Pradesh,HH00644,97242,3,1,Farmer,Yes,1,2,Senior,0,1,0
Karnataka,HH00645,12190,2,0,Government Job,Yes,1,1,Child,1,0,0
West Bengal,HH00646,41196,4,0,Private Job,Yes,2,1,Senior,0,0,0
Madhya Pradesh,HH00647,42449,3,1,Private Job,No,2,1,Child,0,0,0
Uttar Pradesh,HH00648,42661,7,0,Business,Yes,0,2,Senior,0,1,0
Andhra Pradesh,HH00649,32709,8,0,Government Job,Yes,0,2,Child,0,1,0
Andhra Pradesh,HH00650,83428,6,1,Labour,Yes,0,1,Child,0,0,0
Telangana,HH00651,78179,3,0,Farmer,Yes,1,2,Senior,0,1,0
Madhya Pradesh,HH00652,12943,6,0,Labour,Yes,1,1,Child,1,0,0
Bihar,HH00653,46240,2,0,Business,No,0,2,Senior,0,1,0
Andhra Pradesh,HH00654,48760,7,1,Private Job,Yes,1,1,Senior,0,0,0
Karnataka,HH00655,24042,7,0,Private Job,No,2,1,Senior,0,0,0
Tamil Nadu,HH00656,46894,4,0,Labour,Yes,1,1,Child,0,0,0
Uttar Pradesh,HH00657,9869,8,0,Farmer,Yes,2,2,Senior,1,1,0
Andhra Pradesh,HH00658,64078,4,0,Business,Yes,0,2,Child,0,1,0
Karnataka,HH00659,59759,7,0,Farmer,No,1,2,Adult,0,1,0
Karnataka,HH00660,47306,4,0,Business,Yes,0,1,Adult,0,0,0
Uttar Pradesh,HH00661,58371,5,0,Farmer,Yes,2,2,Adult,0,1,0
Bihar,HH00662,23918,7,0,Labour,No,0,1,Senior,0,0,0
Karnataka,HH00663,31379,3,0,Government Job,Yes,2,2,Child,0,1,0
Tamil Nadu,HH00664,93810,5,0,Business,No,2,1,Senior,0,0,1
Karnataka,HH00665,86232,3,0,Labour,No,0,1,Child,0,0,0
Karnataka,HH00666,5962,5,0,Private Job,Yes,2,1,Adult,1,0,0
Karnataka,HH00667,16851,3,0,Private Job,No,0,1,Adult,1,0,0
West Bengal,HH00668,48747,7,0,Farmer,Yes,0,2,Adult,0,1,0
West Bengal,HH00669,55349,1,0,Private Job,Yes,0,1,Senior,0,0,0
Bihar,HH00670,73832,9,1,Government Job,Yes,2,2,Senior,0,1,1
Andhra Pradesh,HH00671,59356,9,0,Business,Yes,2,1,Child,0,0,0
Karnataka,HH00672,17745,5,0,Farmer,Yes,1,1,Child,1,0,0
